citta,cambi,metodo,parametro,probabilita,errore,secondi,quota_tetto,modello_ritardo
roma,2,convoluzione,5,0.19610507583824466,0.0019449241617553459,0.09939730000041891,4.968839877117452e-05,sintetico
roma,2,convoluzione,10,0.19610507583824466,0.0019449241617553459,0.09547999999995227,4.968839877117452e-05,sintetico
roma,2,convoluzione,30,0.18113912639663832,0.016910873603361687,0.08914690000074188,5.463945932345141e-05,sintetico
roma,2,convoluzione,60,0.1696187105308995,0.028431289469100507,0.08914480000021285,6.2952664226245e-05,sintetico
roma,2,montecarlo,100,0.13,0.06805,0.0032385999993493897,0.01,sintetico
roma,2,montecarlo,1000,0.21,0.011949999999999988,0.008474799999930838,0.009,sintetico
roma,2,montecarlo,10000,0.1972,0.0008500000000000174,0.026081100000737933,0.0117,sintetico
roma,2,montecarlo,100000,0.19687,0.0011800000000000144,0.15756930000043212,0.01415,sintetico
roma,3,convoluzione,5,0.06011971288473937,0.000904712884739374,0.1161338000001706,0.922741084483451,sintetico
roma,3,convoluzione,10,0.06011971288473938,0.0009047128847393809,0.10683200000039506,0.922741084483451,sintetico
roma,3,convoluzione,30,0.05313053419462987,0.006084465805370129,0.10576750000018365,0.9294639729030479,sintetico
roma,3,convoluzione,60,0.04372478746015209,0.015490212539847906,0.10227129999930185,0.9385157383017143,sintetico
roma,3,montecarlo,100,0.08,0.020785000000000005,0.002807300000313262,0.92,sintetico
roma,3,montecarlo,1000,0.07,0.01078500000000001,0.012376399999993737,0.914,sintetico
roma,3,montecarlo,10000,0.0581,0.001114999999999998,0.03216729999985546,0.9247,sintetico
roma,3,montecarlo,100000,0.05842,0.0007949999999999971,0.18607169999995676,0.92461,sintetico
roma,2,convoluzione,5,0.2841454136060096,0.006989586393990388,0.09139789999971981,0.005394613922878199,sintetico
roma,2,convoluzione,10,0.28414541360600953,0.0069895863939904435,0.0845841999998811,0.005394613922878199,sintetico
roma,2,convoluzione,30,0.26275998245195,0.028375017548049997,0.07744850000017323,0.0059790078900098746,sintetico
roma,2,convoluzione,60,0.23423712523935042,0.05689787476064956,0.07825559999946563,0.006967380151518595,sintetico
roma,2,montecarlo,100,0.31,0.01886500000000002,0.002856999999494292,0.01,sintetico
roma,2,montecarlo,1000,0.294,0.0028650000000000064,0.00856350000049133,0.021,sintetico
roma,2,montecarlo,10000,0.2859,0.00523499999999999,0.027725000000828004,0.0254,sintetico
roma,2,montecarlo,100000,0.29183,0.0006950000000000012,0.17149090000020806,0.02806,sintetico
roma,3,convoluzione,5,0.2833460797211652,0.0042189202788348035,0.13047069999993255,0.007760428613792636,sintetico
roma,3,convoluzione,10,0.2833460797211652,0.0042189202788348035,0.13350199999968027,0.007760428613792636,sintetico
roma,3,convoluzione,30,0.26181640463440625,0.025748595365593763,0.1176383000001806,0.008777354163688113,sintetico
roma,3,convoluzione,60,0.23319552526682627,0.054369474733173745,0.11512409999977535,0.010517728462555647,sintetico
roma,3,montecarlo,100,0.25,0.037565000000000015,0.0032690999996702885,0.01,sintetico
roma,3,montecarlo,1000,0.282,0.005565000000000042,0.009172800000669667,0.035,sintetico
roma,3,montecarlo,10000,0.285,0.0025650000000000395,0.030879000000822998,0.0331,sintetico
