citta,cambi,metodo,parametro,probabilita,errore,secondi,quota_tetto,modello_ritardo
roma,3,montecarlo,100,0.19,0.033824999999999994,0.004003000000011525,0.45,sintetico
roma,3,montecarlo,1000,0.249,0.025175000000000003,0.01391429999966931,0.392,sintetico
roma,3,montecarlo,10000,0.221,0.002824999999999994,0.04700010000033217,0.3934,sintetico
roma,3,montecarlo,100000,0.2234,0.0004250000000000087,0.25132440000015777,0.39048,sintetico
roma,0,convoluzione,5,0.7619674464896322,0.004402553510367779,0.017447399999582558,0.0,sintetico
roma,0,convoluzione,10,0.7619674464896322,0.004402553510367779,0.015388099999654514,0.0,sintetico
roma,0,convoluzione,30,0.7619674464896323,0.004402553510367668,0.01471789999959583,0.0,sintetico
roma,0,convoluzione,60,0.7619674464896321,0.00440255351036789,0.013944199999968987,0.0,sintetico
roma,0,montecarlo,100,0.78,0.013630000000000031,0.0010439000006954302,0.0,sintetico
roma,0,montecarlo,1000,0.787,0.020630000000000037,0.0022823999997854116,0.0,sintetico
roma,0,montecarlo,10000,0.7661,0.00026999999999999247,0.006980099999964295,0.0,sintetico
roma,0,montecarlo,100000,0.76599,0.00038000000000004697,0.035552199999983713,0.0,sintetico
roma,1,convoluzione,5,0.5100210568194853,0.014603943180514722,0.06225970000014058,0.014838406524099398,sintetico
roma,1,convoluzione,10,0.5100210568194853,0.014603943180514722,0.05738830000063899,0.0148384065240994,sintetico
roma,1,convoluzione,30,0.4877326443928335,0.03689235560716653,0.05564010000034614,0.0157750919947921,sintetico
roma,1,convoluzione,60,0.4717647073798438,0.052860292620156235,0.052585999999791966,0.017334875666646748,sintetico
roma,1,montecarlo,100,0.59,0.06537499999999996,0.0021812000004501897,0.0,sintetico
roma,1,montecarlo,1000,0.542,0.01737500000000003,0.006892299999890383,0.012,sintetico
roma,1,montecarlo,10000,0.5267,0.002074999999999938,0.02105070000015985,0.0143,sintetico
roma,1,montecarlo,100000,0.5242,0.0004250000000000087,0.12027520000083314,0.01463,sintetico
roma,1,convoluzione,5,0.6795342675460069,0.0011657324539930958,0.05928129999938392,0.0,sintetico
roma,1,convoluzione,10,0.6731400644354317,0.007559935564568243,0.05486540000038076,0.0,sintetico
roma,1,convoluzione,30,0.6494855551599037,0.031214444840096278,0.05379910000010568,0.0,sintetico
roma,1,convoluzione,60,0.6105540915696871,0.07014590843031288,0.052224500000193075,0.0,sintetico
roma,1,montecarlo,100,0.77,0.08930000000000005,0.001723600000332226,0.0,sintetico
roma,1,montecarlo,1000,0.683,0.0023000000000000798,0.00451710000015737,0.0,sintetico
roma,1,montecarlo,10000,0.6819,0.0011999999999999789,0.014694200000121782,0.0,sintetico
roma,1,montecarlo,100000,0.68209,0.0013900000000000023,0.08785809999972116,0.0,sintetico
roma,2,convoluzione,5,0.23566161781574294,0.005871617815742941,0.09632549999969342,0.024122956144925795,sintetico
roma,2,convoluzione,10,0.2325698528194758,0.002779852819475792,0.08367110000017419,0.024164395586119516,sintetico
roma,2,convoluzione,30,0.20874150844140482,0.021048491558595173,0.08132789999945089,0.028154873235433153,sintetico
roma,2,convoluzione,60,0.17478003052593558,0.05500996947406442,0.08025260000067647,0.03534738377577014,sintetico
roma,2,montecarlo,100,0.21,0.019790000000000002,0.0034793000004356145,0.02,sintetico
roma,2,montecarlo,1000,0.257,0.027210000000000012,0.009517800000139687,0.019,sintetico
roma,2,montecarlo,10000,0.2267,0.0030899999999999817,0.02989830000024085,0.0206,sintetico
roma,2,montecarlo,100000,0.22822,0.001569999999999988,0.17185419999987062,0.02471,sintetico
roma,1,convoluzione,5,0.9884275711369178,0.00034242886308222253,0.0729641999996602,0.0,sintetico
roma,1,convoluzione,10,0.9884275711369176,0.0003424288630824446,0.05882550000023912,0.0,sintetico
roma,1,convoluzione,30,0.9883263644228478,0.0004436355771522127,0.056035099999462545,0.0,sintetico
roma,1,convoluzione,60,0.9850600085049103,0.0037099914950897706,0.05595790000006673,0.0,sintetico
roma,1,montecarlo,100,0.98,0.008770000000000056,0.0017482000002928544,0.0,sintetico
roma,1,montecarlo,1000,0.993,0.004229999999999956,0.002885500000047614,0.0,sintetico
roma,1,montecarlo,10000,0.9889,0.00012999999999996348,0.009099800000512914,0.0,sintetico
roma,1,montecarlo,100000,0.989,0.00022999999999995246,0.06703689999994822,0.0,sintetico
roma,2,convoluzione,5,0.3583518040533706,0.010036804053370596,0.09057649999977002,4.452723892333334e-06,sintetico
roma,2,convoluzione,10,0.3583518040533705,0.01003680405337054,0.08432270000048447,4.452723892333333e-06,sintetico
roma,2,convoluzione,30,0.3365968987345671,0.011718101265432879,0.08004640000035579,5.001048255716743e-06,sintetico
roma,2,convoluzione,60,0.30418142354898275,0.04413357645101723,0.07938240000021324,5.933510941954826e-06,sintetico
roma,2,montecarlo,100,0.29,0.058315000000000006,0.0030515999997078325,0.0,sintetico
roma,2,montecarlo,1000,0.377,0.028685000000000016,0.007960999999340856,0.0,sintetico
roma,2,montecarlo,10000,0.3485,0.00018499999999999073,0.025271699999393604,0.0001,sintetico
roma,2,montecarlo,100000,0.34801,0.0003049999999999997,0.16072239999994054,3e-05,sintetico
roma,2,convoluzione,5,0.5551074076278601,0.03374240762786018,0.12127760000021226,1.862515914230859e-05,sintetico
roma,2,convoluzione,10,0.55510740762786,0.03374240762786007,0.10691319999932603,1.862515914230859e-05,sintetico
roma,2,convoluzione,30,0.5350652379880033,0.01370023798800335,0.10636479999993753,2.0344088215043035e-05,sintetico
roma,2,convoluzione,60,0.49874115837864075,0.02262384162135922,0.10403569999925821,2.3548382901275488e-05,sintetico
roma,2,montecarlo,100,0.48,0.041364999999999985,0.00298560000010184,0.0,sintetico
roma,2,montecarlo,1000,0.528,0.0066350000000000575,0.007961000000250351,0.0,sintetico
roma,2,montecarlo,10000,0.5221,0.0007350000000000412,0.022097199999734585,0.0,sintetico
roma,2,montecarlo,100000,0.52353,0.0021650000000000835,0.1450913999997283,1e-05,sintetico
roma,3,convoluzione,5,0.18977494612758647,0.004244946127586469,0.1606977999999799,0.10525083031284248,sintetico
roma,3,convoluzione,10,0.1830576518224787,0.0024723481775212885,0.149180599999454,0.10813962155085574,sintetico
roma,3,convoluzione,30,0.15906714077570658,0.026462859224293422,0.1638946000002761,0.11514473919313709,sintetico
roma,3,convoluzione,60,0.12678833176234572,0.05874166823765428,0.14359869999952934,0.12640113360442193,sintetico
roma,3,montecarlo,100,0.2,0.01447000000000001,0.003787499999816646,0.13,sintetico
roma,3,montecarlo,1000,0.194,0.008470000000000005,0.010335300000406278,0.089,sintetico
roma,3,montecarlo,10000,0.1849,0.0006299999999999917,0.03245390000029147,0.1106,sintetico
roma,3,montecarlo,100000,0.18669,0.0011599999999999944,0.20689889999994193,0.1136,sintetico
roma,1,convoluzione,5,0.21610131785653203,0.0038413178565320227,0.06833060000008118,0.0,sintetico
roma,1,convoluzione,10,0.21610131785653203,0.0038413178565320227,0.07764289999977336,0.0,sintetico
roma,1,convoluzione,30,0.20121751717226546,0.01104248282773454,0.07981519999975717,0.0,sintetico
roma,1,convoluzione,60,0.177978202379628,0.034281797620372007,0.06169020000015735,0.0,sintetico
roma,1,montecarlo,100,0.21,0.002260000000000012,0.00204200000007404,0.0,sintetico
roma,1,montecarlo,1000,0.233,0.02074000000000001,0.005697200000213343,0.0,sintetico
roma,1,montecarlo,10000,0.2132,0.0009399999999999964,0.017875599999570113,0.0002,sintetico
roma,1,montecarlo,100000,0.21072,0.0015400000000000136,0.12392160000035801,0.00018,sintetico
roma,2,convoluzione,5,0.988794619799111,0.00042461979911101455,0.12080609999975422,1.862515914230859e-05,sintetico
roma,2,convoluzione,10,0.988794619799111,0.00042461979911101455,0.12540730000000622,1.862515914230859e-05,sintetico
roma,2,convoluzione,30,0.9876724496444204,0.0006975503555796125,0.13750400000026275,2.0344065416888646e-05,sintetico
roma,2,convoluzione,60,0.984684611036935,0.0036853889630649173,0.13911019999977725,2.3548351288991893e-05,sintetico
roma,2,montecarlo,100,1.0,0.01163000000000003,0.0022369000007529394,0.0,sintetico
roma,2,montecarlo,1000,0.984,0.004369999999999985,0.005763999999544467,0.0,sintetico
roma,2,montecarlo,10000,0.9868,0.0015699999999999603,0.02340459999959421,0.0,sintetico
roma,2,montecarlo,100000,0.98826,0.00010999999999994348,0.1375541000006706,1e-05,sintetico
roma,3,convoluzione,5,0.38246164584362685,0.018726645843626877,0.16905990000032034,0.10525083031284248,sintetico
roma,3,convoluzione,10,0.3742930220367253,0.010558022036725345,0.1815591000004133,0.10813962155085574,sintetico
roma,3,convoluzione,30,0.3526294111803662,0.01110558881963375,0.185492499999782,0.11514473919313709,sintetico
roma,3,convoluzione,60,0.3208675286905624,0.04286747130943758,0.19536759999937203,0.12640113360442193,sintetico
roma,3,montecarlo,100,0.36,0.0037349999999999883,0.005054499999459949,0.13,sintetico
roma,3,montecarlo,1000,0.373,0.009265000000000023,0.01390369999990071,0.089,sintetico
roma,3,montecarlo,10000,0.3625,0.0012349999999999861,0.03737249999994674,0.1106,sintetico
roma,3,montecarlo,100000,0.366,0.002265000000000017,0.23468550000052346,0.1136,sintetico
roma,1,convoluzione,5,0.08154820772574066,0.0044232077257406605,0.05861559999993915,0.0,sintetico
roma,1,convoluzione,10,0.08154820772574066,0.0044232077257406605,0.056365399999776855,0.0,sintetico
roma,1,convoluzione,30,0.07180720191278282,0.0053177980872171765,0.05381130000023404,0.0,sintetico
roma,1,convoluzione,60,0.059532134501249216,0.017592865498750783,0.05378540000037901,0.0,sintetico
roma,1,montecarlo,100,0.09,0.012874999999999998,0.001865199999883771,0.0,sintetico
roma,1,montecarlo,1000,0.097,0.019875000000000004,0.006022699999448378,0.0,sintetico
roma,1,montecarlo,10000,0.0752,0.0019249999999999962,0.015136400000301364,0.0004,sintetico
roma,1,montecarlo,100000,0.07923,0.0021049999999999958,0.11513839999952324,0.00049,sintetico
roma,1,convoluzione,5,0.7333904256520385,0.004355425652038503,0.05300809999971534,0.0,sintetico
roma,1,convoluzione,10,0.7333904256520386,0.004355425652038614,0.05736170000000129,0.0,sintetico
roma,1,convoluzione,30,0.7233305763593396,0.005704423640660372,0.04853389999971114,0.0,sintetico
roma,1,convoluzione,60,0.7084002066960939,0.02063479330390605,0.04882440000073984,0.0,sintetico
roma,1,montecarlo,100,0.74,0.010965000000000003,0.002287899999828369,0.0,sintetico
roma,1,montecarlo,1000,0.759,0.02996500000000002,0.004921799999465293,0.0,sintetico
roma,1,montecarlo,10000,0.7258,0.003234999999999988,0.013109700000313751,0.0002,sintetico
roma,1,montecarlo,100000,0.72952,0.0004849999999999577,0.091756599999826,7e-05,sintetico
roma,3,convoluzione,5,0.7719176386188678,0.008052638618867736,0.16656569999940984,0.02860524698092951,sintetico
roma,3,convoluzione,10,0.7719176386188676,0.008052638618867625,0.1565457000006063,0.02860524698092951,sintetico
roma,3,convoluzione,30,0.7566910646911827,0.00717393530881727,0.15541850000045088,0.03202163355378669,sintetico
roma,3,convoluzione,60,0.7323770300311134,0.03148796996888659,0.14175019999947835,0.03794565064403903,sintetico
roma,3,montecarlo,100,0.81,0.04613500000000004,0.003777200000513403,0.04,sintetico
roma,3,montecarlo,1000,0.763,0.0008650000000000047,0.011163500000293425,0.033,sintetico
roma,3,montecarlo,10000,0.7682,0.004334999999999978,0.0391100999995615,0.0314,sintetico
roma,3,montecarlo,100000,0.7652,0.001334999999999975,0.27114220000021305,0.03157,sintetico
roma,2,convoluzione,5,0.7848182685920102,0.0004232685920102508,0.09298869999929593,0.00831759441654259,sintetico
roma,2,convoluzione,10,0.7848182685920102,0.0004232685920102508,0.08987160000015137,0.00831759441654259,sintetico
roma,2,convoluzione,30,0.7741290826213038,0.010265917378696199,0.08511679999992339,0.008638161318215333,sintetico
roma,2,convoluzione,60,0.7546380757018424,0.029756924298157572,0.09013880000020436,0.009150192651049785,sintetico
roma,2,montecarlo,100,0.79,0.005605000000000082,0.0038973999999143416,0.01,sintetico
roma,2,montecarlo,1000,0.795,0.010605000000000087,0.007438099999490078,0.006,sintetico
roma,2,montecarlo,10000,0.7915,0.007105000000000028,0.024034300000494113,0.0094,sintetico
roma,2,montecarlo,100000,0.78321,0.0011849999999999916,0.15407199999935983,0.01036,sintetico
roma,3,convoluzione,5,0.48523118183992386,0.003548818160076128,0.14447560000007797,0.07177327979661237,sintetico
roma,3,convoluzione,10,0.48523118183992386,0.003548818160076128,0.13681499999984226,0.07177327979661238,sintetico
roma,3,convoluzione,30,0.4610227926513505,0.027757207348649504,0.14336050000019895,0.07459268009806053,sintetico
roma,3,convoluzione,60,0.4234814580526046,0.06529854194739537,0.14082059999964258,0.07885496271872697,sintetico
roma,3,montecarlo,100,0.43,0.05878,0.004025199999887263,0.1,sintetico
roma,3,montecarlo,1000,0.492,0.0032200000000000006,0.01169449999997596,0.061,sintetico
roma,3,montecarlo,10000,0.4921,0.0033199999999999896,0.038930799999434385,0.063,sintetico
roma,3,montecarlo,100000,0.48798,0.0007999999999999674,0.2578876000006858,0.06649,sintetico
roma,3,convoluzione,5,0.3337268810202031,0.0020131189797968907,0.12239759999920352,0.6613690808748214,sintetico
roma,3,convoluzione,10,0.32914730459136127,0.006592695408638716,0.11030289999962406,0.66598313902711,sintetico
roma,3,convoluzione,30,0.3128605507321814,0.022879449267818597,0.1049077000006946,0.6821501360652428,sintetico
roma,3,convoluzione,60,0.28800025400357915,0.047739745996420835,0.11229829999956564,0.706430078768581,sintetico
roma,3,montecarlo,100,0.36,0.024260000000000004,0.004868699999860837,0.64,sintetico
roma,3,montecarlo,1000,0.35,0.014259999999999995,0.014252099999794154,0.644,sintetico
roma,3,montecarlo,10000,0.3374,0.0016599999999999948,0.045809400000507594,0.6577,sintetico
roma,3,montecarlo,100000,0.3351,0.0006399999999999739,0.24097789999996166,0.6603,sintetico
roma,1,convoluzione,5,0.5711655533805662,0.00044944661943380204,0.07448769999973592,2.2433225861174904e-06,sintetico
roma,1,convoluzione,10,0.53697023232769,0.03464476767230995,0.0675386000002618,2.441030916835162e-06,sintetico
roma,1,convoluzione,30,0.5016154414153269,0.0699995585846731,0.0690788000001703,2.665477158629167e-06,sintetico
roma,1,convoluzione,60,0.4489256732047255,0.1226893267952745,0.06900119999954768,3.056232446923633e-06,sintetico
roma,1,montecarlo,100,0.55,0.02161499999999994,0.0017925000001923763,0.0,sintetico
roma,1,montecarlo,1000,0.58,0.008384999999999976,0.004629399999430461,0.0,sintetico
roma,1,montecarlo,10000,0.5707,0.0009149999999999991,0.01301910000074713,0.0,sintetico
roma,1,montecarlo,100000,0.56959,0.0020249999999999435,0.0941343999993478,0.0,sintetico
roma,2,convoluzione,5,0.053744130797876294,0.003365869202123707,0.11736360000031709,0.26755749306425525,sintetico
roma,2,convoluzione,10,0.05003728633139876,0.007072713668601238,0.11077120000027207,0.2852997990596542,sintetico
roma,2,convoluzione,30,0.04228577881956203,0.014824221180437969,0.11725070000011328,0.30343394148701935,sintetico
roma,2,convoluzione,60,0.03247331176555737,0.02463668823444263,0.10978640000030282,0.33083544431602646,sintetico
roma,2,montecarlo,100,0.03,0.027110000000000002,0.0028782999997929437,0.26,sintetico
roma,2,montecarlo,1000,0.056,0.0011099999999999999,0.00875980000000709,0.288,sintetico
roma,2,montecarlo,10000,0.0553,0.0018099999999999991,0.030060499999308377,0.2681,sintetico
roma,2,montecarlo,100000,0.05772,0.0006099999999999994,0.16810590000022785,0.26516,sintetico
roma,1,convoluzione,5,0.9465435644903002,0.0038564355096998293,0.07089579999956186,1.7437812929593525e-06,sintetico
roma,1,convoluzione,10,0.9465435644903002,0.0038564355096998293,0.07067399999959889,1.897577598127818e-06,sintetico
roma,1,convoluzione,30,0.9451942852581828,0.005205714741817191,0.06618189999971946,2.0718514091785023e-06,sintetico
roma,1,convoluzione,60,0.9426123010608426,0.007787698939157428,0.06491769999956887,2.3698048901433657e-06,sintetico
roma,1,montecarlo,100,0.92,0.030399999999999983,0.001481199999943783,0.0,sintetico
roma,1,montecarlo,1000,0.942,0.008400000000000074,0.004052899999805959,0.0,sintetico
roma,1,montecarlo,10000,0.9501,0.000300000000000078,0.013238799999271578,0.0,sintetico
roma,1,montecarlo,100000,0.95117,0.0007699999999999374,0.09264569999959349,0.0,sintetico
roma,3,convoluzione,5,0.21656045222997528,0.00035954777002472627,0.1552891000001182,0.006851333090399314,sintetico
roma,3,convoluzione,10,0.21656045222997528,0.00035954777002472627,0.15554539999993722,0.006851333090399314,sintetico
roma,3,convoluzione,30,0.19839854725679187,0.018521452743208128,0.15570879999995668,0.007326691411490616,sintetico
roma,3,convoluzione,60,0.17208378248874465,0.044836217511255355,0.17279020000023593,0.008041997475666246,sintetico
roma,3,montecarlo,100,0.25,0.03308,0.00526239999999234,0.03,sintetico
roma,3,montecarlo,1000,0.229,0.012080000000000007,0.01546900000084861,0.008,sintetico
roma,3,montecarlo,10000,0.2129,0.004019999999999996,0.046873799999957555,0.0089,sintetico
roma,3,montecarlo,100000,0.21743,0.0005100000000000104,0.2626470999994126,0.00853,sintetico
roma,0,convoluzione,5,0.9513620575988465,0.003672942401153456,0.03437560000020312,0.0,sintetico
roma,0,convoluzione,10,0.9513620575988466,0.003672942401153345,0.028719799999635143,0.0,sintetico
roma,0,convoluzione,30,0.9513620575988467,0.003672942401153234,0.02690000000075088,0.0,sintetico
roma,0,convoluzione,60,0.9513620575988463,0.003672942401153678,0.028838899999755085,0.0,sintetico
roma,0,montecarlo,100,0.93,0.02503499999999992,0.0007290000003195019,0.0,sintetico
roma,0,montecarlo,1000,0.946,0.009035000000000015,0.001596600000084436,0.0,sintetico
roma,0,montecarlo,10000,0.9541,0.0009350000000000191,0.005246400000032736,0.0,sintetico
roma,0,montecarlo,100000,0.95543,0.0003950000000000342,0.038406900000154565,0.0,sintetico
roma,2,convoluzione,5,0.44827915532379625,0.006924155323796255,0.11822639999991225,0.009995080095932828,sintetico
roma,2,convoluzione,10,0.41745867653781504,0.023896323462184954,0.10995770000045013,0.009995231673505505,sintetico
roma,2,convoluzione,30,0.38259934963929965,0.05875565036070035,0.11008960000071966,0.010743031429012102,sintetico
roma,2,convoluzione,60,0.3326091838902155,0.10874581610978451,0.10808220000035362,0.012165189538133158,sintetico
roma,2,montecarlo,100,0.39,0.051354999999999984,0.0026278999994246988,0.02,sintetico
roma,2,montecarlo,1000,0.445,0.0036450000000000093,0.0063148999997793,0.006,sintetico
roma,2,montecarlo,10000,0.4359,0.005454999999999988,0.022432100000514765,0.0106,sintetico
roma,2,montecarlo,100000,0.44261,0.0012550000000000061,0.15533440000035625,0.01052,sintetico
roma,2,convoluzione,5,0.6213633771575985,0.0018883771575984865,0.1183485000001383,0.010051863860089263,sintetico
roma,2,convoluzione,10,0.6213633771575985,0.0018883771575984865,0.10957210000015039,0.010051863860089261,sintetico
roma,2,convoluzione,30,0.5968551505940831,0.02261984940591688,0.10360539999965113,0.010761810344637869,sintetico
roma,2,convoluzione,60,0.5747069724596747,0.04476802754032527,0.11280340000030264,0.011994735602601557,sintetico
roma,2,montecarlo,100,0.59,0.02947500000000003,0.0029042000005574664,0.02,sintetico
roma,2,montecarlo,1000,0.62,0.0005249999999999977,0.011494100000163598,0.006,sintetico
roma,2,montecarlo,10000,0.6221,0.0026249999999999885,0.03259189999971568,0.0105,sintetico
roma,2,montecarlo,100000,0.61844,0.0010350000000000081,0.1847725999996328,0.01097,sintetico
roma,2,convoluzione,5,0.775891959199029,0.0019380408009710415,0.13435960000060732,0.006209337225131224,sintetico
roma,2,convoluzione,10,0.775891959199029,0.0019380408009710415,0.11958400000003166,0.006209337225131225,sintetico
roma,2,convoluzione,30,0.7336978447695938,0.044132155230406256,0.10766089999924588,0.007170278322872496,sintetico
roma,2,convoluzione,60,0.620800158056461,0.15702984194353897,0.10696189999998751,0.008751531062551055,sintetico
roma,2,montecarlo,100,0.68,0.09782999999999997,0.0022596999997404055,0.02,sintetico
roma,2,montecarlo,1000,0.77,0.007830000000000004,0.0054546000001209904,0.006,sintetico
roma,2,montecarlo,10000,0.7823,0.004469999999999974,0.019496099999742,0.0065,sintetico
roma,2,montecarlo,100000,0.77777,6.0000000000060005e-05,0.1383083999999144,0.00602,sintetico
roma,3,convoluzione,5,0.49731555206342826,0.022064447936571696,0.17346999999972468,0.0063777542279475396,sintetico
roma,3,convoluzione,10,0.4973155520634282,0.02206444793657175,0.14949259999957576,0.00637775422794754,sintetico
roma,3,convoluzione,30,0.4516732655708363,0.06770673442916364,0.1629042999993544,0.00736283646225418,sintetico
roma,3,convoluzione,60,0.38440482745215915,0.1349751725478408,0.1743967000002158,0.008985780234707624,sintetico
roma,3,montecarlo,100,0.49,0.02937999999999996,0.0035852999999406165,0.02,sintetico
roma,3,montecarlo,1000,0.511,0.008379999999999943,0.011068699999668752,0.006,sintetico
roma,3,montecarlo,10000,0.5135,0.005879999999999996,0.03975750000063272,0.0069,sintetico
roma,3,montecarlo,100000,0.51914,0.00023999999999990695,0.2500945000001593,0.00618,sintetico
roma,1,convoluzione,5,0.9002379539073805,0.0003379539073804505,0.07643019999977696,0.0,sintetico
roma,1,convoluzione,10,0.9002379539073805,0.0003379539073804505,0.07136999999966065,0.0,sintetico
roma,1,convoluzione,30,0.8916079443485206,0.00829205565147939,0.07459740000012971,0.0,sintetico
roma,1,convoluzione,60,0.8766608559349189,0.023239144065081097,0.07861560000037571,0.0,sintetico
roma,1,montecarlo,100,0.89,0.00990000000000002,0.0021393999995780177,0.0,sintetico
roma,1,montecarlo,1000,0.905,0.005099999999999993,0.004115099999580707,0.0,sintetico
roma,1,montecarlo,10000,0.8992,0.0007000000000000339,0.013354700000490993,0.0,sintetico
roma,1,montecarlo,100000,0.90044,0.0005399999999999849,0.0951615000003585,0.0,sintetico
roma,3,convoluzione,5,0.5322883393933227,0.0007066606066773451,0.17359900000064954,0.09587902706780366,sintetico
roma,3,convoluzione,10,0.5278867455195988,0.0051082544804011976,0.17506279999997787,0.09594676085844545,sintetico
roma,3,convoluzione,30,0.49902496211971525,0.03397003788028474,0.15741860000071028,0.10971399042802639,sintetico
roma,3,convoluzione,60,0.4520149175661849,0.0809800824338151,0.1496286000001419,0.1342399831414801,sintetico
roma,3,montecarlo,100,0.6,0.06700499999999998,0.004087500000423461,0.1,sintetico
roma,3,montecarlo,1000,0.512,0.020994999999999986,0.011132300000099349,0.094,sintetico
roma,3,montecarlo,10000,0.5291,0.003894999999999982,0.03808469999967201,0.0953,sintetico
roma,3,montecarlo,100000,0.53224,0.0007549999999999502,0.23892259999956877,0.09831,sintetico
roma,2,convoluzione,5,0.5657760232993085,0.003181023299308583,0.12513380000018515,0.001707932604280245,sintetico
roma,2,convoluzione,10,0.5657760232993085,0.003181023299308583,0.11278469999979279,0.0017079326042802453,sintetico
roma,2,convoluzione,30,0.5643197608855384,0.0017247608855384122,0.11098949999995966,0.0017734290290849879,sintetico
roma,2,convoluzione,60,0.561844502435555,0.0007504975644450074,0.10912089999965247,0.0018878232044984037,sintetico
roma,2,montecarlo,100,0.53,0.03259499999999993,0.0027075999996668543,0.0,sintetico
roma,2,montecarlo,1000,0.553,0.00959499999999991,0.007328800000323099,0.001,sintetico
roma,2,montecarlo,10000,0.5598,0.002794999999999992,0.02707029999965016,0.0018,sintetico
roma,2,montecarlo,100000,0.56017,0.0024250000000000105,0.1771115000001373,0.00188,sintetico
roma,0,convoluzione,5,0.9947831404655483,0.0005481404655482969,0.016969999999673746,0.0,sintetico
roma,0,convoluzione,10,0.9947831404655482,0.0005481404655481859,0.015023100000689737,0.0,sintetico
roma,0,convoluzione,30,0.9947831404655483,0.0005481404655482969,0.014456199999585806,0.0,sintetico
roma,0,convoluzione,60,0.9947831404655487,0.000548140465548741,0.014164100000016333,0.0,sintetico
roma,0,montecarlo,100,1.0,0.00576500000000002,0.0005072000003565336,0.0,sintetico
roma,0,montecarlo,1000,0.997,0.0027650000000000174,0.0015753999996377388,0.0,sintetico
roma,0,montecarlo,10000,0.9951,0.0008650000000000047,0.00262509999993199,0.0,sintetico
roma,0,montecarlo,100000,0.99435,0.00011499999999997623,0.021042700000180048,0.0,sintetico
roma,1,convoluzione,5,0.9905553668175399,0.0003746331824601157,0.04523649999919144,0.0,sintetico
roma,1,convoluzione,10,0.99055536681754,0.00037463318246000465,0.042856400000346184,0.0,sintetico
roma,1,convoluzione,30,0.990068250452745,0.0008617495472549308,0.0475321999992957,0.0,sintetico
roma,1,convoluzione,60,0.9890806036064951,0.0018493963935048985,0.09007170000040787,0.0,sintetico
roma,1,montecarlo,100,0.99,0.0009299999999999864,0.0044164000000819215,0.0,sintetico
roma,1,montecarlo,1000,0.992,0.0010700000000000154,0.004544800000076066,0.0,sintetico
roma,1,montecarlo,10000,0.9905,0.00042999999999993044,0.009960600000340492,0.0,sintetico
roma,1,montecarlo,100000,0.99059,0.00034000000000000696,0.07224889999997686,0.0,sintetico
roma,2,convoluzione,5,0.7857994768856637,0.01444947688566367,0.10521739999967394,0.0,sintetico
roma,2,convoluzione,10,0.7857994768856635,0.01444947688566356,0.08834590000060416,0.0,sintetico
roma,2,convoluzione,30,0.754830584389579,0.01651941561042103,0.11589790000016365,0.0,sintetico
roma,2,convoluzione,60,0.7091137117876738,0.062236288212326185,0.08959989999948448,0.0,sintetico
roma,2,montecarlo,100,0.82,0.04864999999999997,0.002220100000158709,0.0,sintetico
roma,2,montecarlo,1000,0.762,0.00934999999999997,0.005129799999849638,0.0,sintetico
roma,2,montecarlo,10000,0.7692,0.0021499999999999853,0.018184300000029907,0.0,sintetico
roma,2,montecarlo,100000,0.77195,0.0006000000000000449,0.12996709999970335,0.0,sintetico
roma,2,convoluzione,5,0.9201134039909726,0.0016315960090274029,0.08088489999954618,4.576500600117764e-05,sintetico
roma,2,convoluzione,10,0.9201134039909726,0.0016315960090274029,0.07034029999977065,4.576500600117764e-05,sintetico
roma,2,convoluzione,30,0.9160721200008543,0.005672879999145786,0.0668320999993739,5.031792224855576e-05,sintetico
roma,2,convoluzione,60,0.9069055620600576,0.014839437939942468,0.06600090000029013,5.8160463314249574e-05,sintetico
roma,2,montecarlo,100,0.87,0.05174500000000004,0.0022306000000753556,0.0,sintetico
roma,2,montecarlo,1000,0.929,0.0072550000000000114,0.00504830000045331,0.0,sintetico
roma,2,montecarlo,10000,0.9213,0.0004450000000000287,0.017770200000086334,0.0,sintetico
roma,2,montecarlo,100000,0.92109,0.0006550000000000722,0.11824889999934385,6e-05,sintetico
roma,2,convoluzione,5,0.47619405664487185,0.001975943355128129,0.08711630000016157,0.01843400817380781,sintetico
roma,2,convoluzione,10,0.4761940566448718,0.0019759433551281846,0.08462409999992815,0.01843400817380781,sintetico
roma,2,convoluzione,30,0.4625889718889231,0.015581028111076867,0.07907230000000709,0.020150005518699693,sintetico
roma,2,convoluzione,60,0.44130669052266014,0.036863309477339845,0.08429419999993115,0.023091262885732947,sintetico
roma,2,montecarlo,100,0.44,0.03816999999999998,0.0032298000005539507,0.03,sintetico
roma,2,montecarlo,1000,0.515,0.03683000000000003,0.007105000000592554,0.026,sintetico
roma,2,montecarlo,10000,0.4762,0.0019699999999999718,0.023414499999489635,0.0271,sintetico
roma,2,montecarlo,100000,0.48147,0.003300000000000025,0.1622589999997217,0.02827,sintetico
roma,3,convoluzione,5,0.1620806279172411,0.007785627917241106,0.12404890000016167,0.45938116956234853,sintetico
roma,3,convoluzione,10,0.1620806279172411,0.007785627917241106,0.11285359999965294,0.4593811695623485,sintetico
roma,3,convoluzione,30,0.14579176532025923,0.008503234679740762,0.11217690000012226,0.4721639878123264,sintetico
roma,3,convoluzione,60,0.12317853999015327,0.03111646000984672,0.11259470000004512,0.49214762513247573,sintetico
roma,3,montecarlo,100,0.16,0.005705000000000016,0.0033321999999316176,0.46,sintetico
