archi,massimo_m_s,massimo_km_h,p50,p90,p99,p999,p99_km_h,p999_km_h,oltre_150_km_h,citta
5343307.0,82.54089895318562,297.14723623146824,4.328101356891857,7.142885695438238,9.547234749288648,15.344100046923574,34.37004509743914,55.23876016892486,1063.0,roma
1752603.0,139.12304705627398,500.84296940258633,4.552636129375565,8.362049854656961,15.621930809673376,22.786617056893437,56.23895091482416,82.03182140481637,135.0,torino
